Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
28,13,São Joaquim,-23.5618,-46.6389,43,35735,38,36,34,NORMAL,38,2018-11-11,44,21fd3130e40fff8e4f73ad98992953e9,1-a8f1afdfbe91287e26130606945a7369,12551
17,38,Campo Belo,-23.6188,-46.6823,20,23894,19,65,12,NORMAL,8,2018-1-20,15,2213682b2c30b06469c850272cf741d2,1-04077d63cd735b15f00d5a926828dbc0,15140
41,33,Campo Belo,-23.6188,-46.6823,32,26161,29,86,23,NORMAL,9,2019-3-8,27,2213682b2c30b06469c850272cf7846f,1-a7af8d3386357b03a2f2d1d6a0b1450b,15548
2,38,Campo Belo,-23.6188,-46.6823,8,26749,37,86,43,REABASTECER,21,2019-4-29,22,2213682b2c30b06469c850272cf839e7,1-f9da226bccc60a09278be7976723818f,15599
16,12,Campo Belo,-23.6188,-46.6823,39,25242,16,48,7,NORMAL,14,2018-9-10,44,2213682b2c30b06469c850272cf8aadf,1-1861d75ea2a71eb1a214b6dd46a6835d,15370
2,31,Campo Belo,-23.6188,-46.6823,18,24359,45,50,15,REABASTECER,23,2019-7-15,2,2213682b2c30b06469c850272cf8fe68,1-112c4ee3efac25293c8b345dbbcc21bd,15675
22,1,Campo Belo,-23.6188,-46.6823,31,26224,32,56,43,REABASTECER,18,2018-11-3,55,2213682b2c30b06469c850272cf94a16,1-8edc44fe627824139a1a52dcf77ead15,15423
25,12,Campo Belo,-23.6188,-46.6823,11,25853,24,86,39,NORMAL,12,2019-7-30,41,2213682b2c30b06469c850272cf95885,1-85d66064d9a03d954fb21a07cc0823aa,15690
43,26,Campo Belo,-23.6188,-46.6823,37,25520,42,86,39,NORMAL,33,2018-11-27,28,2213682b2c30b06469c850272cf99bee,1-e363ecccc68a614d9e14c78bebe14d66,15447
12,43,Campo Belo,-23.6188,-46.6823,14,24046,60,15,10,REABASTECER,3,2018-12-4,47,2213682b2c30b06469c850272cf9aad3,1-91eb061952eba2eb43c1d00277981704,15454
40,43,Campo Belo,-23.6188,-46.6823,7,25222,28,26,14,NORMAL,25,2019-9-21,20,2213682b2c30b06469c850272cf9df8c,1-5b54d32c20fbb2e1ec1931c9b564d31e,15741
31,42,Campo Belo,-23.6188,-46.6823,15,26798,32,54,6,REABASTECER,20,2019-10-25,45,2213682b2c30b06469c850272cfa478f,1-dfe4c97315a8567db484a204bec446c9,15775
12,26,Campo Belo,-23.6188,-46.6823,23,24877,25,76,38,NORMAL,13,2018-10-4,22,2213682b2c30b06469c850272cfa5e24,1-cb154f0752e2eb456ae38173cfba97ea,15394
28,31,Eucaliptos,-23.61,-46.6686,21,24435,42,45,31,NORMAL,31,2018-1-5,41,2213682b2c30b06469c850272cfade25,1-0221cb87941dd6713791d75ebf1e6d8a,15845
25,8,Campo Belo,-23.6188,-46.6823,12,23174,19,2,24,REABASTECER,5,2019-1-4,21,2213682b2c30b06469c850272cfb00dd,1-f3f4ebdcc17168de05c3075b9e53e129,15484
28,12,Campo Belo,-23.6188,-46.6823,34,24676,9,56,23,REABASTECER,7,2019-1-26,59,2213682b2c30b06469c850272cfb2b19,1-c557b5d7497847b549e6c6fbbdd15212,15506
7,5,Eucaliptos,-23.61,-46.6686,16,25266,11,49,41,REABASTECER,20,2018-9-17,9,2213682b2c30b06469c850272cfd81b2,1-a0350365ff2977db6bdc22ab90e71d60,16097
31,13,São Joaquim,-23.5618,-46.6389,14,32698,28,34,27,NORMAL,17,2018-8-15,52,221bde8af40235acf134b661ff12cbfe,1-45d860deb2f13c7fdf88694930336c5a,12465
17,10,São Joaquim,-23.5618,-46.6389,7,33928,23,45,29,NORMAL,21,2018-4-13,11,221bde8af40235acf134b661ff5baf5b,1-647110a626b1441c0b3c0a1c13d9d0f2,12343
13,29,São Joaquim,-23.5618,-46.6389,37,33602,56,49,43,NORMAL,15,2019-3-11,14,221bde8af40235acf134b661ff5dd268,1-fde8af434346610cde5a7ded7b5e40ed,12671
29,39,São Joaquim,-23.5618,-46.6389,15,36193,21,86,26,NORMAL,12,2018-9-7,28,221bde8af40235acf134b661ff7e47ff,1-4c1aeab7d683c078f0770a0da0c6752f,12487
21,10,São Joaquim,-23.5618,-46.6389,8,32652,31,54,32,NORMAL,14,2018-2-9,47,221dd4dbfbfdb939cb1a05d17aac4db7,1-ac90b798716fcb85a213fb85361fb613,12279
23,16,Paraíso,-23.57677,-46.63933,11,71105,31,15,43,REABASTECER,3,2018-8-1,50,223adb615ae2de3d67e4ac58670cf56f,1-8b8cd85306d61eb15cb3454bcb5ced18,211
22,16,Paraíso,-23.57677,-46.63933,19,72363,52,57,43,NORMAL,22,2019-5-20,33,223adb615ae2de3d67e4ac5867662082,1-a37849ab50402a8fd830e861c628a875,500
4,33,Paraíso,-23.57677,-46.63933,19,73624,13,86,21,REABASTECER,24,2019-1-18,20,223adb615ae2de3d67e4ac58677417db,1-6e77168788cf0f13bf0f5e3a6fced307,378
27,20,Paraíso,-23.57677,-46.63933,25,72844,57,67,4,REABASTECER,24,2019-5-19,41,223adb615ae2de3d67e4ac5867a64e2e,1-2fc4c2421c34def1f1cd931a959b410e,499
29,22,Ana Rosa,-23.5813,-46.6383,27,64361,65,39,13,NORMAL,15,2018-9-6,41,2244e100a9f1eda6f427dfd8993e576b,1-72dd28854235cc71b67c9378411030cd,11766
20,24,Higienópolis-Mackenzie,-23.5488,-46.6519,14,90813,65,15,34,NORMAL,37,2019-2-10,65,225056b1c98d093e2d34761b98ab5ee9,1-ae0a90627299004b6e5c0d11459da646,7600
11,30,Higienópolis-Mackenzie,-23.5488,-46.6519,19,89772,35,76,41,NORMAL,39,2019-3-2,50,225056b1c98d093e2d34761b98ab6a03,1-c2a8cf50022b69cfb485bd873cdbed0b,7622
10,18,Faria Lima,-23.5675,-46.6929,15,52496,21,8,11,NORMAL,9,2018-1-9,7,225056b1c98d093e2d34761b98ac9e9c,1-fccc00ad8f8650126759192d621cae8f,7929
37,36,Faria Lima,-23.5675,-46.6929,23,51243,34,20,10,NORMAL,36,2018-3-17,65,225056b1c98d093e2d34761b98accab1,1-2642d7e18f94be32784e5de582f118b3,7997
38,17,Trianon-Masp,-23.5634,-46.6544,19,45679,23,21,28,NORMAL,16,2019-1-9,65,226466a011fba05acde87a1e1c86b962,1-9bad25e1bb17467750f8d4502c0e040d,1809
27,12,Tamanduateí,-23.59290,-46.5897,43,51636,41,8,34,NORMAL,24,2018-7-26,35,226a47c5e4d492a929df86df33efa0bd,1-35701f8c90fe33123bca8dd3acac6ba0,3086
27,26,Tamanduateí,-23.59290,-46.5897,18,50856,38,38,35,NORMAL,11,2018-8-18,65,226a47c5e4d492a929df86df33f6e745,1-8fe24eb603619185281a4400f3ff5d91,3108
20,34,Tamanduateí,-23.59290,-46.5897,20,51880,26,52,14,NORMAL,15,2018-11-24,29,226a47c5e4d492a929df86df33fc8116,1-d9dca3b8ef1a31f9d2172ec598ef3212,3204
35,14,Tamanduateí,-23.59290,-46.5897,14,52292,52,66,31,NORMAL,22,2018-12-11,43,226a47c5e4d492a929df86df33fdc6fe,1-ef6c6a8fdad41bcb3581d4a229efa8d9,3221
9,43,Vila Mariana,-23.5895,-46.6346,43,21812,5,39,2,REABASTECER,14,2019-9-20,59,22715b4f9804ed6c4bd5a459793afb12,1-44478679b30bdeef56e880b424b2532a,14300
17,38,Campo Belo,-23.6188,-46.6823,20,23894,19,65,12,NORMAL,8,2018-1-20,15,22715b4f9804ed6c4bd5a459799520fc,1-04077d63cd735b15f00d5a926828dbc0,15140
7,35,Campo Belo,-23.6188,-46.6823,28,23128,56,4,15,REABASTECER,20,2018-7-14,50,22715b4f9804ed6c4bd5a45979a4deb4,1-d0f1470f155866dd53ec0ce10e347ca2,15314
15,31,Campo Belo,-23.6188,-46.6823,23,23781,28,86,43,NORMAL,15,2018-10-3,26,22715b4f9804ed6c4bd5a45979a666d9,1-276a54dcc41dd29321129073de95a93f,15393
43,11,Campo Belo,-23.6188,-46.6823,16,23943,14,46,26,NORMAL,43,2018-10-7,65,22715b4f9804ed6c4bd5a45979a67c64,1-6d1959a2f03f50b3043ebcacc359f6b3,15397
43,16,Campo Belo,-23.6188,-46.6823,24,25144,48,76,39,NORMAL,16,2019-3-26,40,22715b4f9804ed6c4bd5a45979cf237b,1-15ed44de4475ddb77f8d3d533d29c1e6,15566
13,42,Eucaliptos,-23.61,-46.6686,24,24359,43,46,15,NORMAL,19,2018-4-13,41,22715b4f9804ed6c4bd5a45979e51a94,1-75e83364ebd5bc9f00fa10e7db385d24,15943
43,28,Eucaliptos,-23.61,-46.6686,21,24162,5,68,32,NORMAL,34,2018-6-21,34,22715b4f9804ed6c4bd5a45979e70fc7,1-b491ec9e500239dcc2a8b8f05fb5512a,16011
5,43,Barra Funda,-23.5542,-46.6707,43,147115,20,33,29,REABASTECER,5,2019-6-11,6,2279e94ca4bcc97d388a5494b4206238,1-be1a7fb00033d8bec2f7bf514ebfead2,5561
24,36,Barra Funda,-23.5542,-46.6707,11,149210,42,32,15,NORMAL,41,2019-9-2,50,2279e94ca4bcc97d388a5494b4a177ff,1-33076aca94c4c4852ed34e571fbcb24a,5642
21,43,Barra Funda,-23.5542,-46.6707,34,148575,57,7,6,REABASTECER,41,2019-10-27,7,2279e94ca4bcc97d388a5494b4c1a157,1-b23a7a9dfac48322f362e126f2d0e5ac,5697
16,19,Tatuapé,-23.5402,-46.5765,31,70228,31,4,29,NORMAL,19,2018-1-26,12,2279e94ca4bcc97d388a5494b4cd4371,1-1eb347325d4856276279afc4b9451cbc,5786
10,19,Tatuapé,-23.5402,-46.5765,26,68568,24,86,25,REABASTECER,13,2018-1-27,2,2279e94ca4bcc97d388a5494b4cd6458,1-62c4835a944136703c2448306d00541c,5787
39,13,São Judas,-23.6255,-46.6411,13,16852,5,11,43,REABASTECER,43,2019-9-12,10,2280e4b731f85ce32cc2689b3df74940,1-2cea0e1ea1a27932df471aefe7d06d91,13572
37,23,Vila Mariana,-23.5895,-46.6346,33,24246,10,9,7,NORMAL,41,2018-4-26,44,2280e4b731f85ce32cc2689b3dfe8d30,1-af890647f2f278d54dfb33f5905d09ca,13796
37,3,República,-23.5436,-46.6434,4,109535,45,57,38,REABASTECER,35,2018-1-14,43,229082116aa257e1231e5a7a5484662f,1-134af91d9f0a9978f1ae3550fae3c174,6494
35,39,República,-23.5436,-46.6434,40,110105,22,86,34,NORMAL,23,2018-4-10,58,229082116aa257e1231e5a7a54883070,1-3fc2b50dc00c82216222d0e0483bf2fd,6580
10,11,República,-23.5436,-46.6434,22,110118,37,75,12,NORMAL,26,2018-10-5,39,229082116aa257e1231e5a7a548a0c98,1-e9b464760b6d21e1dd497bd9e4f71223,6755
43,8,República,-23.5436,-46.6434,31,108141,15,35,3,NORMAL,19,2018-10-18,9,229082116aa257e1231e5a7a548a3ed6,1-1c07f25e8867b47f05848c145a9e2fdf,6768
6,43,República,-23.5436,-46.6434,17,107511,35,7,13,REABASTECER,33,2018-9-24,52,229082116aa257e1231e5a7a54b8cc43,1-fec9b73ea6dbc297f5adcb997e72d533,6744
39,32,República,-23.5436,-46.6434,12,109616,29,75,3,NORMAL,25,2018-9-26,42,229082116aa257e1231e5a7a54b8db4b,1-9728a21503c7abf0f351c4b7b259b4d2,6746
39,3,República,-23.5436,-46.6434,15,110484,14,45,43,REABASTECER,15,2018-10-8,17,229082116aa257e1231e5a7a54b9019a,1-2dbf2f4b92155742bb878c32c0ac48bd,6758
32,4,República,-23.5436,-46.6434,21,108978,51,38,15,NORMAL,43,2019-5-12,32,229082116aa257e1231e5a7a54cc4ec9,1-baa2f3670a243db32a41f580568fc9e1,6972
27,4,República,-23.5436,-46.6434,4,109239,5,86,17,REABASTECER,7,2019-7-25,42,229082116aa257e1231e5a7a54ce69e0,1-8294fcfdacd30d4d737d35e92c4d9287,7045
3,43,República,-23.5436,-46.6434,32,108940,19,40,20,NORMAL,19,2019-9-3,46,229082116aa257e1231e5a7a54cef126,1-470cb06fa47cb47a8343a17a440d6168,7083
37,39,Higienópolis-Mackenzie,-23.5488,-46.6519,7,92963,58,25,36,NORMAL,35,2018-7-1,65,229082116aa257e1231e5a7a54d0a128,1-baa928ba36c8da77fbf0ca9f96877c29,7381
18,34,Higienópolis-Mackenzie,-23.5488,-46.6519,43,91875,12,15,14,REABASTECER,25,2018-10-14,8,229082116aa257e1231e5a7a54d340d5,1-dc4a4d6e23944f9ceda8e52c64aad3e4,7484
28,35,Higienópolis-Mackenzie,-23.5488,-46.6519,41,90215,8,34,43,NORMAL,24,2018-12-25,44,229082116aa257e1231e5a7a54d5e420,1-76e7cec4098d3fc5dde726e49f49a9ef,7555
32,43,Higienópolis-Mackenzie,-23.5488,-46.6519,9,91394,10,43,4,REABASTECER,23,2019-1-4,41,229082116aa257e1231e5a7a54d5faa1,1-659fc1a961a046a40f2d8ece05714d2c,7564
5,23,Higienópolis-Mackenzie,-23.5488,-46.6519,35,92221,60,73,41,REABASTECER,5,2018-7-21,65,229082116aa257e1231e5a7a54d7ee74,1-9f4164244b3fb4c8f62ed3b06307dde8,7401
2,36,Higienópolis-Mackenzie,-23.5488,-46.6519,4,92196,22,14,11,NORMAL,22,2018-4-13,33,229082116aa257e1231e5a7a54d7faa7,1-7ba9975ace1592cbc661cc7f81b5f9b8,7303
28,21,Higienópolis-Mackenzie,-23.5488,-46.6519,9,93325,11,6,11,NORMAL,24,2019-5-18,65,229082116aa257e1231e5a7a54d9fdc3,1-bf54d6db2c101889fae1b965ca76aab2,7698
33,37,Higienópolis-Mackenzie,-23.5488,-46.6519,5,90305,52,12,34,REABASTECER,29,2018-7-2,60,229082116aa257e1231e5a7a54da3d38,1-b8ab967b5954f439ab56bcfff4f995fc,7382
23,11,Higienópolis-Mackenzie,-23.5488,-46.6519,23,89693,20,11,12,REABASTECER,22,2018-7-27,23,229082116aa257e1231e5a7a54da729a,1-7acefabd594eaf39f34b9d0444ccc733,7407
43,37,Higienópolis-Mackenzie,-23.5488,-46.6519,13,93569,46,10,35,NORMAL,4,2018-8-14,46,229082116aa257e1231e5a7a54dad06e,1-4f5bf2df22d6d02053b408625b7ac836,7424
43,35,Higienópolis-Mackenzie,-23.5488,-46.6519,37,91468,35,33,26,NORMAL,18,2019-9-17,54,229082116aa257e1231e5a7a54dd18b9,1-89f793e1392d766823e9e7b36d77ab81,7817
37,10,Higienópolis-Mackenzie,-23.5488,-46.6519,33,91622,15,49,21,NORMAL,17,2019-2-26,23,229082116aa257e1231e5a7a54dd70af,1-69d2c141f61fda699b570e82b1f1936f,7616
32,15,Higienópolis-Mackenzie,-23.5488,-46.6519,7,91379,62,17,17,NORMAL,10,2019-3-8,11,229082116aa257e1231e5a7a54dd981f,1-2beeb7da8ae01ca59ecab22a5afa26f3,7628
12,39,Higienópolis-Mackenzie,-23.5488,-46.6519,43,92125,48,86,23,NORMAL,18,2019-12-12,52,229082116aa257e1231e5a7a54df7b11,1-73b17272ff1ce97590ed3f77016008e9,7902
22,10,Higienópolis-Mackenzie,-23.5488,-46.6519,43,90415,65,6,5,REABASTECER,18,2019-5-9,57,229082116aa257e1231e5a7a54dfc1fd,1-50d19542e97f7137fe68cf036ceedbcc,7689
18,30,Higienópolis-Mackenzie,-23.5488,-46.6519,38,93112,11,47,4,NORMAL,32,2019-8-20,65,229082116aa257e1231e5a7a54e19d8e,1-21c516690893f1f105733674566738e7,7790
21,31,Higienópolis-Mackenzie,-23.5488,-46.6519,42,90594,23,9,29,NORMAL,31,2019-7-20,65,229082116aa257e1231e5a7a54e34734,1-f8c70357a6f167e8307c43a4afa843fd,7760
12,43,Higienópolis-Mackenzie,-23.5488,-46.6519,41,93319,16,55,35,NORMAL,25,2019-8-2,49,229082116aa257e1231e5a7a54e3635e,1-23b5c4c11e1da3ff59bb2ee67e85d7ef,7772
34,43,Higienópolis-Mackenzie,-23.5488,-46.6519,3,92907,29,77,14,NORMAL,43,2019-8-17,22,229082116aa257e1231e5a7a54e3a9ee,1-a5c4fd8362d0a9901c34cf2d95264e33,7787
32,6,Higienópolis-Mackenzie,-23.5488,-46.6519,7,92608,17,3,24,REABASTECER,15,2019-9-30,31,229082116aa257e1231e5a7a54e41923,1-708195ab88bac8e9122d6572a1434bd7,7830
14,31,Higienópolis-Mackenzie,-23.5488,-46.6519,34,92722,56,69,41,NORMAL,36,2019-11-18,14,229082116aa257e1231e5a7a54e60ac3,1-030a586d61ec49c559ad604d3926f418,7878
43,19,Faria Lima,-23.5675,-46.6929,21,52947,37,33,23,NORMAL,40,2018-2-22,41,229082116aa257e1231e5a7a54e84632,1-06a583119dae9bcbabf4255ab1e66000,7972
28,8,Faria Lima,-23.5675,-46.6929,26,54487,65,6,15,REABASTECER,7,2019-3-10,15,229082116aa257e1231e5a7a54e8d085,1-7c676f35603cafb9c65b8342c2c7b93b,8350
17,37,Faria Lima,-23.5675,-46.6929,15,54154,42,65,8,NORMAL,38,2019-3-13,59,229082116aa257e1231e5a7a54f1c00e,1-19aceec25d71689baa59d82c5f1f2232,8353
5,4,Faria Lima,-23.5675,-46.6929,14,51518,10,62,29,NORMAL,18,2019-4-21,41,229082116aa257e1231e5a7a54fb7808,1-b4ea55c6b54f4254257e0f1e91e84d42,8391
28,6,Faria Lima,-23.5675,-46.6929,30,54566,24,44,35,REABASTECER,27,2019-5-30,27,229082116aa257e1231e5a7a54fd0feb,1-99c6dce6424af96bd887fc4a7d3ead4d,8430
18,43,Faria Lima,-23.5675,-46.6929,17,53570,54,6,43,REABASTECER,2,2019-3-1,5,229082116aa257e1231e5a7a54fd345a,1-3f12cbc8b0c1d0190729eca543018e55,8341
13,31,Faria Lima,-23.5675,-46.6929,15,54023,37,37,25,NORMAL,14,2019-7-6,65,229082116aa257e1231e5a7a54fd6789,1-c7e49706b31583c05f809e4ae42db1a1,8466
34,37,Faria Lima,-23.5675,-46.6929,43,51444,51,21,12,NORMAL,43,2019-4-25,12,229082116aa257e1231e5a7a54ff57ef,1-80d459959ac0d8a39b281ba07f9c031b,8395
17,14,Pinheiros,-23.5664,-46.703,42,76893,65,86,19,NORMAL,26,2018-5-12,16,229082116aa257e1231e5a7a54ff818b,1-bdcdf8687b0af033765eef8f7202a6a5,8772
9,18,Faria Lima,-23.5675,-46.6929,2,52758,33,59,22,REABASTECER,23,2019-6-25,28,229082116aa257e1231e5a7a54ffc981,1-4f2406548176db233ff8ea45c3c75eef,8455
40,9,Faria Lima,-23.5675,-46.6929,35,52989,19,29,13,NORMAL,6,2019-6-28,65,229082116aa257e1231e5a7a54fff62a,1-0ac5f641bc1fd8cb712ee452d6f465e8,8458
13,43,República,-23.5436,-46.6434,34,108621,40,76,26,REABASTECER,31,2019-8-20,1,229131430b4eead8e97bd399bec9871a,1-ae2722f86552cb8680445162cca0caa8,7070
3,43,República,-23.5436,-46.6434,32,108940,19,40,20,NORMAL,19,2019-9-3,46,229131430b4eead8e97bd399becae912,1-470cb06fa47cb47a8343a17a440d6168,7083
18,16,Campo Belo,-23.6188,-46.6823,37,25711,63,19,17,NORMAL,37,2019-5-6,37,229408f25aaad7e76232ce05a41cb0a9,1-69c5a66b5a6710c7be6ebaafdb407a94,15606
12,8,Brigadeiro,-23.5683,-46.6482,43,48700,31,36,18,NORMAL,43,2018-4-14,43,229e1e051aa6e30a437eef29f40f5d7e,1-e69bb86bf1a946e26c6d83eac188480e,824
10,15,Brigadeiro,-23.5683,-46.6482,43,49480,33,4,12,REABASTECER,24,2018-5-29,48,229e1e051aa6e30a437eef29f429f090,1-4a676f83622a19f1e15d73031516247c,869
30,28,Brigadeiro,-23.5683,-46.6482,16,46582,14,19,4,REABASTECER,43,2018-6-24,59,229e1e051aa6e30a437eef29f450962b,1-e72a49be710c93ea451ef3462a4b0e6f,894
4,11,Brigadeiro,-23.5683,-46.6482,40,46944,18,22,22,REABASTECER,11,2018-7-12,65,229e1e051aa6e30a437eef29f455d49a,1-8a103008fa6adf918220ff33fc16438a,912
16,31,Brigadeiro,-23.5683,-46.6482,41,46028,60,65,2,REABASTECER,22,2019-4-15,23,229e1e051aa6e30a437eef29f49bc2fc,1-8d66daca0ce68b2a813208f65d3048f7,1185
39,43,Brigadeiro,-23.5683,-46.6482,20,49249,19,34,34,NORMAL,17,2019-2-25,33,229e1e051aa6e30a437eef29f4b0a57c,1-f0a5dc673d907179892e4aa5a2d98d49,1135
25,33,Brigadeiro,-23.5683,-46.6482,43,48307,8,35,31,REABASTECER,37,2019-3-30,65,229e1e051aa6e30a437eef29f4b81c5f,1-e818cd9265bda4f918df13a9f2f5ec7d,1170
43,38,Brigadeiro,-23.5683,-46.6482,14,46209,39,18,16,NORMAL,20,2019-10-26,2,229e1e051aa6e30a437eef29f4d9e69b,1-feeff9a6bfa4a6192fdd62df78271548,1376
19,39,Brigadeiro,-23.5683,-46.6482,15,49040,65,66,2,REABASTECER,11,2019-8-2,51,229e1e051aa6e30a437eef29f4eafca5,1-80f788e16459cc26279785d6bc84a01b,1292
43,4,Trianon-Masp,-23.5634,-46.6544,34,42292,12,66,11,REABASTECER,17,2018-1-30,61,229e1e051aa6e30a437eef29f4f5d65c,1-07f54c1213bc678b1309b6e0c203be7e,1470
35,17,Trianon-Masp,-23.5634,-46.6544,11,41914,36,86,27,NORMAL,20,2018-4-8,47,229e1e051aa6e30a437eef29f4fb6afe,1-040e10e6ee622d414cd2213755f3716d,1538
5,40,Campo Belo,-23.6188,-46.6823,41,24772,40,16,29,REABASTECER,16,2019-3-6,40,22a9571d4dbcdec1d1d946ced525bb03,1-2a6e04889918672f455d2cacde28ec55,15546
19,43,Eucaliptos,-23.61,-46.6686,41,24477,45,67,31,REABASTECER,6,2018-8-10,17,22a9571d4dbcdec1d1d946ced5447935,1-cdbce807d7b4c3bf1b7474a597505876,16060
30,19,Barra Funda,-23.5542,-46.6707,36,150459,30,3,33,REABASTECER,35,2019-3-6,29,22b8b347d55a324536d9e7b8ff718088,1-00c77070ce13cde781a532a6a958342e,5466
6,5,Barra Funda,-23.5542,-46.6707,33,147596,20,24,38,REABASTECER,39,2019-4-17,65,22b8b347d55a324536d9e7b8ff71bcb6,1-8faecf0128a7e5a3b3112dde7bb4cf68,5507
33,26,Barra Funda,-23.5542,-46.6707,24,146952,58,86,16,NORMAL,31,2019-6-15,45,22b8b347d55a324536d9e7b8ff72211d,1-f75d8b3d5591aed39952b6e269e4072c,5565
7,34,Barra Funda,-23.5542,-46.6707,17,147255,29,58,31,NORMAL,23,2019-9-17,23,22b8b347d55a324536d9e7b8ff7290d4,1-ef15a745d67ed48e94899dabe0e0e54c,5657
41,25,Pinheiros,-23.5664,-46.703,24,78269,14,12,43,NORMAL,28,2019-4-16,25,22bb74e4ad00670a3b428cb12545d54f,1-8ba952567fb0f56082a05f47bfe1bed6,9106
39,43,Pinheiros,-23.5664,-46.703,5,79553,37,6,37,REABASTECER,9,2019-6-8,59,22bb74e4ad00670a3b428cb125460c3e,1-a3801a9af14a32b1cd50c998c46bbf6f,9158
22,22,Pinheiros,-23.5664,-46.703,42,78949,21,23,22,NORMAL,18,2019-6-24,8,22bb74e4ad00670a3b428cb125464027,1-549c65b675af9745effa3effc83cfd30,9174
43,14,Pinheiros,-23.5664,-46.703,33,76810,15,86,40,REABASTECER,22,2019-10-8,4,22bb74e4ad00670a3b428cb125a094ec,1-77c68e81159f5c30ddbe33cf2631efcf,9278
37,43,Vila Mariana,-23.5895,-46.6346,1,23747,42,7,40,REABASTECER,40,2019-5-18,41,22dedf5401402187de8168b66090bac0,1-552b84dad6f0afe1306c8fcd8b61146f,14178
16,8,Vila Mariana,-23.5895,-46.6346,37,23501,57,62,30,NORMAL,13,2019-7-7,35,22dedf5401402187de8168b6609127df,1-c3d2d5b83f8f94914ba084cebaffe8b7,14227
12,11,Brooklin,-23.6263,-46.6878,8,26275,11,10,15,REABASTECER,15,2018-1-9,65,22dedf5401402187de8168b6609209d4,1-465507e23df7c4e503f72cde7d0ffe26,14409
24,7,Brooklin,-23.6263,-46.6878,11,26978,27,4,43,NORMAL,10,2018-9-20,42,22dedf5401402187de8168b660c4dff1,1-93f3dde95e41d8c3625d3163f4f645d1,14660
21,9,Eucaliptos,-23.61,-46.6686,18,23538,37,16,13,NORMAL,39,2018-9-3,49,22f0b0af44345cece83801fb2fd0c049,1-8ca4afe5de294243da4052433277f4f8,16083
31,12,Eucaliptos,-23.61,-46.6686,24,24231,65,86,36,NORMAL,3,2018-9-30,40,22f2fed645940362eb72472c231862b9,1-4d653763e127f0f336dde989e909bde6,16110
43,43,Moema,-23.5489,-46.6388,43,19777,65,86,43,NORMAL,43,2018-1-1,65,22f2fed645940362eb72472c23543560,1-2d050751f7c5ce995bb3f44004bc195c,16561
21,18,Moema,-23.5489,-46.6388,5,18500,14,20,40,NORMAL,39,2018-3-27,22,22f2fed645940362eb72472c237878c0,1-cc393eda2a010c3c9349e60d5ab548df,16647
43,33,Moema,-23.5489,-46.6388,26,20774,12,75,25,NORMAL,15,2018-7-7,57,22f2fed645940362eb72472c23a91ebe,1-32202da837c7f443342b51edc92f5190,16747
33,32,Brigadeiro,-23.5683,-46.6482,6,46442,41,42,35,NORMAL,30,2019-11-29,13,2313a9b58ecdbe17cd0fc590896239c4,1-409aef41b5d5818d87a447c69d4b3f0e,1409
20,32,Trianon-Masp,-23.5634,-46.6544,41,45427,30,7,24,REABASTECER,43,2018-7-15,24,2313a9b58ecdbe17cd0fc59089958eb9,1-bd650007dd27128dc483b58171c52df0,1635
22,21,Pinheiros,-23.5664,-46.703,28,77295,37,3,38,REABASTECER,38,2019-11-5,20,231e5db1e3a9df7ed5c0fd8e3f15fc33,1-12f3e0d541f7b5012a4655dd669113e1,9305
22,28,Pinheiros,-23.5664,-46.703,43,76079,48,13,24,NORMAL,27,2019-12-28,29,231e5db1e3a9df7ed5c0fd8e3fcde32b,1-f22eaa19ebe9788e5f0f8a2cf3eda417,9358
22,25,Eucaliptos,-23.61,-46.6686,29,24188,55,4,29,REABASTECER,31,2018-2-6,26,23225ccc8f0303a7dfcb2aa0844d1474,1-a32f7594afad4a2ff0df2c99d8d3b3d6,15876
28,14,Eucaliptos,-23.61,-46.6686,39,22773,65,65,29,NORMAL,33,2018-4-20,57,23225ccc8f0303a7dfcb2aa0844eeba5,1-491a12b6ed13af3776b2b66de0c6ac02,15950
18,35,Eucaliptos,-23.61,-46.6686,15,22648,39,66,19,NORMAL,37,2018-8-1,10,23225ccc8f0303a7dfcb2aa0849d481e,1-a0069fe0130cb0c256b8487c23b4881c,16051
22,35,Luz,-23.5365,-46.6332,35,126783,27,1,12,REABASTECER,22,2019-4-6,65,23256fbea73d676ff3cf05684191901b,1-9d1c922598981030eb22ccd5a5d5852d,11256
31,16,Luz,-23.5365,-46.6332,40,127878,12,77,14,NORMAL,6,2019-6-28,55,23256fbea73d676ff3cf056841bc8d6d,1-93e8257976e50fbefd358010461ec453,11338
31,17,Ana Rosa,-23.5813,-46.6383,7,66231,26,86,8,NORMAL,33,2018-5-22,13,23256fbea73d676ff3cf056841e289d4,1-447a5a8d172ffc3b681792a7a7fcbe20,11662
24,33,Sé,-23.55,-46.6333,35,194025,56,35,38,NORMAL,43,2019-3-9,32,232ccd57fdfe37cf54a57ae8c95ad5c8,1-7bffa24c79ee94aa1b40c5aa4f5c4e22,4029
10,24,Sé,-23.55,-46.6333,11,191783,20,25,13,NORMAL,20,2019-4-15,49,232ccd57fdfe37cf54a57ae8c9f04aa1,1-e28be9927f21fa97541769c69348bee2,4065
43,24,Luz,-23.5365,-46.6332,36,124212,32,22,32,REABASTECER,4,2018-10-15,5,233fd86459ca41630c6ad371c26ff8fe,1-04fb1e18ea53985623ac2276b126437d,11085
